"Date","Type","Rank","Symbol","Company Name","Price","Change %","Quant Rating","Sector & Industry","Market Cap","P/E TTM","NET Income TTM","Yield FWD","1M Perf","6M Perf","SA Analyst Ratings","EBITDA FWD","52W Range","",""
"2026-04-01","top_industrial","79","SARO","StandardAero, Inc.","26.73","3.48%","Rating: Buy3.95","Aerospace and Defense","8.59B","31.12","277.42M","-","-16.14%","-5.35%","Rating: Strong Buy5.00","13.60%","21.31","",""
"2026-04-01","top_industrial","80","CTOS","Custom Truck One Source, Inc.","6.70","1.98%","Rating: Buy3.93","Trading Companies and Distributors","1.49B","NM","-31.05M","-","-8.24%","2.34%","-Rating: Not Covered","10.37%","3.18","",""
"2026-04-01","top_industrial","81","GHM","Graham Corporation","83.46","5.75%","Rating: Buy3.91","Industrial Machinery & Supplies & Components","873.86M","58.53","14.93M","-","-2.83%","43.75%","Rating: Sell2.00","43.80%","24.78","",""
"2026-04-01","top_industrial","82","CHRW","C.H. Robinson Worldwide, Inc.","167.75","1.01%","Rating: Buy3.88","Air Freight and Logistics","19.57B","34.38","587.08M","1.52%","-10.35%","25.43%","Rating: Buy3.50","12.26%","84.68","",""
"2026-04-01","top_industrial","83","AER","AerCap Holdings N.V.","140.42","2.36%","Rating: Buy3.86","Trading Companies and Distributors","22.32B","6.44","3.75B","1.17%","-8.20%","13.37%","Rating: Buy4.33","2.21%","85.57","",""
"2026-04-01","top_industrial","84","REZI","Resideo Technologies, Inc.","34.74","3.06%","Rating: Buy3.86","Building Products","5.10B","NM","-527.00M","-","-12.89%","-21.93%","Rating: Hold3.00","12.85%","14.18","",""
"2026-04-01","top_industrial","85","TTEK","Tetra Tech, Inc.","30.88","2.52%","Rating: Buy3.86","Environmental and Facilities Services","7.86B","22.61","352.01M","0.86%","-15.96%","-9.77%","-Rating: Not Covered","5.45%","27.27","",""
"2026-04-01","top_industrial","86","CECO","CECO Environmental Corp.","62.51","4.92%","Rating: Buy3.85","Industrial Machinery & Supplies & Components","2.12B","43.49","50.05M","-","-1.44%","16.37%","Rating: Buy4.00","34.52%","17.57","",""
"2026-04-01","top_industrial","87","KFY","Korn Ferry","62.77","-0.29%","Rating: Buy3.80","Human Resource & Employment Services","3.27B","12.50","268.54M","3.49%","0.45%","-10.05%","Rating: Buy4.00","8.43%","58.95","",""
"2026-04-01","top_industrial","88","SPIR","Spire Global, Inc.","13.56","7.79%","Rating: Buy3.78","Research and Consulting Services","421.48M","8.44","51.31M","-","42.15%","14.47%","Rating: Buy4.00","NM","6.60","",""
"2026-04-01","top_industrial","89","PCAR","PACCAR Inc","117.72","1.92%","Rating: Buy3.78","Construction Machinery & Heavy Transportation Equipment","60.78B","25.61","2.38B","2.35%","-8.40%","17.47%","Rating: Buy4.00","-5.83%","84.65","",""
"2026-04-01","top_industrial","90","J","Jacobs Solutions Inc.","129.16","1.48%","Rating: Buy3.76","Research and Consulting Services","14.95B","33.46","432.97M","1.13%","-7.67%","-15.07%","Rating: Buy4.00","11.84%","106.23","",""
"2026-04-01","top_industrial","91","ACDVF","Air Canada","13.52","3.68%","Rating: Buy3.74","Passenger Airlines","3.82B","9.58","469.19M","-","-13.81%","3.33%","Rating: Buy4.00","3.55%","8.56","",""
"2026-04-01","top_industrial","92","DXPE","DXP Enterprises, Inc.","144.93","3.72%","Rating: Buy3.74","Trading Companies and Distributors","2.17B","26.01","88.68M","-","0.91%","17.35%","Rating: Hold3.00","14.61%","67.68","",""
"2026-04-01","top_industrial","93","FLNC","Fluence Energy, Inc.","13.47","-2.11%","Rating: Buy3.73","Electrical Components and Equipment","2.53B","NM","-51.92M","-","-11.45%","27.41%","Rating: Buy3.50","16.97%","3.46","",""
"2026-04-01","top_industrial","94","ARCB","ArcBest Corporation","101.33","3.02%","Rating: Buy3.73","Cargo Ground Transportation","2.19B","37.54","60.10M","0.49%","-4.19%","40.78%","Rating: Buy3.50","5.61%","55.19","",""
"2026-04-01","top_industrial","95","RLGT","Radiant Logistics, Inc.","7.22","2.41%","Rating: Buy3.70","Air Freight and Logistics","318.44M","24.32","14.05M","-","-4.99%","19.49%","Rating: Hold3.00","10.58%","5.44","",""
"2026-04-01","top_industrial","96","HII","Huntington Ingalls Industries, Inc.","393.90","3.69%","Rating: Buy3.69","Aerospace and Defense","14.91B","24.68","605.00M","1.45%","-14.54%","31.95%","Rating: Buy4.00","12.06%","177.42","",""
"2026-04-01","top_industrial","97","NPKI","NPK International Inc.","14.49","0.00%","Rating: Buy3.66","Trading Companies and Distributors","1.22B","34.50","38.94M","-","0.42%","28.12%","-Rating: Not Covered","24.69%","4.76","",""
"2026-04-01","top_industrial","98","PBI","Pitney Bowes Inc.","11.13","0.72%","Rating: Buy3.64","Office Services and Supplies","1.66B","13.15","144.70M","3.26%","2.98%","-3.16%","Rating: Buy3.50","-","7.40","",""
"2026-04-01","top_industrial","99","AMTM","Amentum Holdings, Inc.","26.67","2.26%","Rating: Buy3.61","Research and Consulting Services","6.36B","65.23","98.00M","-","-12.69%","8.89%","Rating: Buy3.50","4.58%","16.01","",""
"2026-04-01","top_industrial","100","CTRI","Centuri Holdings, Inc.","30.40","4.07%","Rating: Buy3.58","Construction and Engineering","2.94B","117.39","22.40M","-","-5.77%","37.98%","Rating: Buy4.00","10.37%","14.46","",""
