"Date","Type","Rank","Symbol","Company Name","Price","Change %","Quant Rating","Sector & Industry","Market Cap","P/E TTM","NET Income TTM","Yield FWD","1M Perf","6M Perf","SA Analyst Ratings","EBITDA FWD","52W Range","",""
"2026-05-01","top_healthcare","33","IFRX","InflaRx N.V.","2.07","4.55%","Rating: Buy4.46","Biotechnology","149.65M","NM","-53.61M","-","148.89%","56.82%","-Rating: Not Covered","-","0.71","",""
"2026-05-01","top_healthcare","34","ASRT","Assertio Holdings, Inc.","18.43","2.11%","Rating: Buy4.35","Pharmaceuticals","118.97M","NM","-30.38M","-","0.82%","63.39%","Rating: Sell2.00","18.77%","8.61","",""
"2026-05-01","top_healthcare","35","ADAG","Adagene Inc.","3.68","3.66%","Rating: Buy4.31","Biotechnology","243.15M","NM","-17.61M","-","-2.90%","91.67%","Rating: Buy4.00","NM","1.30","",""
"2026-05-01","top_healthcare","36","OGI","Organigram Global Inc.","1.41","2.92%","Rating: Buy4.31","Pharmaceuticals","197.75M","14.19","13.24M","-","12.80%","-11.32%","Rating: Buy4.00","86.07%","1.09","",""
"2026-05-01","top_healthcare","37","TSHA","Taysha Gene Therapies, Inc.","6.39","1.91%","Rating: Buy4.29","Biotechnology","1.84B","NM","-109.00M","-","57.00%","30.14%","-Rating: Not Covered","NM","1.85","",""
"2026-05-01","top_healthcare","38","LFST","LifeStance Health Group, Inc.","7.57","1.88%","Rating: Buy4.28","Health Care Services","2.94B","378.50","9.66M","-","21.31%","54.18%","-Rating: Not Covered","25.82%","3.74","",""
"2026-05-01","top_healthcare","39","AHCO","AdaptHealth Corp.","13.11","0.23%","Rating: Buy4.27","Health Care Distributors","1.78B","NM","-70.79M","-","16.12%","46.48%","-Rating: Not Covered","3.64%","7.95","",""
"2026-05-01","top_healthcare","40","ASMB","Assembly Biosciences, Inc.","26.95","2.35%","Rating: Buy4.26","Biotechnology","428.31M","NM","-6.12M","-","1.16%","-10.52%","Rating: Buy4.00","-","11.64","",""
"2026-05-01","top_healthcare","41","SPRB","Spruce Biosciences, Inc.","57.32","3.24%","Rating: Buy4.22","Biotechnology","154.89M","NM","-38.97M","-","-2.07%","-46.55%","-Rating: Not Covered","-","4.35","",""
"2026-05-01","top_healthcare","42","SEER","Seer, Inc.","1.95","3.72%","Rating: Buy4.22","Life Sciences Tools and Services","110.02M","NM","-73.60M","-","16.07%","-12.56%","-Rating: Not Covered","-","1.65","",""
"2026-05-01","top_healthcare","43","SOPH","SOPHiA GENETICS SA","5.22","-1.14%","Rating: Buy4.22","Health Care Technology","374.11M","NM","-79.00M","-","11.30%","0.58%","-Rating: Not Covered","NM","2.59","",""
"2026-05-01","top_healthcare","44","AMWL","American Well Corporation","6.32","3.27%","Rating: Buy4.21","Health Care Technology","105.60M","NM","-95.70M","-","22.24%","22.72%","-Rating: Not Covered","NM","3.71","",""
"2026-05-01","top_healthcare","45","MRVI","Maravai LifeSciences Holdings, Inc.","3.68","5.75%","Rating: Buy4.19","Life Sciences Tools and Services","946.01M","NM","-130.77M","-","27.78%","17.20%","-Rating: Not Covered","-11.14%","1.95","",""
"2026-05-01","top_healthcare","46","SOLV","Solventum Corporation","67.36","1.31%","Rating: Buy4.18","Health Care Supplies","11.68B","7.59","1.56B","-","6.16%","-2.77%","Rating: Strong Buy4.50","-0.54%","62.38","",""
"2026-05-01","top_healthcare","47","ABBV","AbbVie Inc.","211.32","3.64%","Rating: Buy4.17","Biotechnology","373.77B","104.10","3.64B","3.27%","-0.84%","-7.40%","Rating: Buy3.90","15.14%","176.57","",""
"2026-05-01","top_healthcare","48","LIVN","LivaNova PLC","60.10","2.00%","Rating: Buy4.17","Health Care Equipment","3.29B","NM","-242.47M","-","-1.91%","13.85%","Rating: Hold3.00","10.80%","35.00","",""
"2026-05-01","top_healthcare","49","ALGN","Align Technology, Inc.","176.01","-1.34%","Rating: Buy4.15","Health Care Supplies","12.61B","29.57","429.89M","-","5.86%","27.15%","Rating: Buy3.66","7.55%","122.00","",""
"2026-05-01","top_healthcare","50","ZYME","Zymeworks Inc.","27.54","-1.04%","Rating: Buy4.15","Biotechnology","2.03B","NM","-81.13M","-","13.75%","44.04%","Rating: Buy4.00","NM","10.86","",""
"2026-05-01","top_healthcare","51","XFOR","X4 Pharmaceuticals, Inc.","4.07","-0.73%","Rating: Buy4.15","Biotechnology","370.04M","NM","-79.20M","-","2.01%","2.01%","Rating: Buy4.00","-","1.35","",""
"2026-05-01","top_healthcare","52","RIGL","Rigel Pharmaceuticals, Inc.","28.90","-1.10%","Rating: Buy4.14","Biotechnology","534.07M","1.48","367.02M","-","12.36%","-8.60%","Rating: Buy4.00","73.46%","16.88","",""
"2026-05-01","top_healthcare","53","AGEN","Agenus Inc.","3.91","1.82%","Rating: Buy4.13","Biotechnology","150.14M","NM","115.00K","-","20.68%","2.62%","-Rating: Not Covered","-","2.71","",""
"2026-05-01","top_healthcare","54","ENOV","Enovis Corporation","23.44","4.22%","Rating: Buy4.12","Health Care Equipment","1.35B","NM","-1.18B","-","8.07%","-23.62%","Rating: Buy4.00","7.75%","21.00","",""
"2026-05-01","top_healthcare","55","CPRX","Catalyst Pharmaceuticals, Inc.","28.13","-0.46%","Rating: Buy4.12","Biotechnology","3.44B","16.74","214.33M","-","18.29%","34.14%","Rating: Strong Buy4.50","15.58%","19.05","",""
"2026-05-01","top_healthcare","56","AMRN","Amarin Corporation plc","13.93","-2.52%","Rating: Buy4.11","Biotechnology","292.15M","NM","-33.61M","-","-0.14%","-15.06%","-Rating: Not Covered","NM","9.44","",""
"2026-05-01","top_healthcare","57","WHWK","Whitehawk Therapeutics, Inc.","4.01","-0.74%","Rating: Buy4.11","Biotechnology","189.26M","NM","-20.60M","-","22.26%","78.22%","-Rating: Not Covered","-","1.53","",""
"2026-05-01","top_healthcare","58","CCLD","CareCloud, Inc.","3.02","1.68%","Rating: Buy4.09","Health Care Technology","128.33M","29.33","10.80M","-","-14.20%","0.33%","-Rating: Not Covered","13.08%","1.73","",""
"2026-05-01","top_healthcare","59","VEXTF","Vext Science Inc.","0.26","14.03%","Rating: Buy4.07","Pharmaceuticals","63.76M","NM","-16.65M","-","54.56%","28.44%","-Rating: Not Covered","72.15%","0.072","",""
"2026-05-01","top_healthcare","60","ANIP","ANI Pharmaceuticals, Inc.","79.45","1.90%","Rating: Buy4.06","Pharmaceuticals","1.81B","23.90","78.34M","-","7.79%","-13.58%","Rating: Buy3.66","28.64%","56.71","",""
"2026-05-01","top_healthcare","61","ADPT","Adaptive Biotechnologies Corporation","14.10","4.21%","Rating: Buy4.05","Life Sciences Tools and Services","2.17B","NM","-59.50M","-","9.73%","-16.62%","Rating: Hold3.00","NM","8.38","",""
"2026-05-01","top_healthcare","62","APYX","Apyx Medical Corporation","3.33","-3.76%","Rating: Buy4.03","Health Care Equipment","139.29M","NM","-11.21M","-","-6.98%","12.88%","-Rating: Not Covered","NM","1.04","",""
"2026-05-01","top_healthcare","63","PLX","Protalix BioTherapeutics, Inc.","2.15","1.42%","Rating: Buy4.00","Biotechnology","173.23M","NM","-6.60M","-","2.87%","-4.87%","Rating: Hold3.00","-","1.32","",""
"2026-05-01","top_healthcare","64","IOVA","Iovance Biotherapeutics, Inc.","3.36","1.51%","Rating: Buy3.99","Biotechnology","1.38B","NM","-390.98M","-","1.20%","72.31%","Rating: Buy3.60","NM","1.64","",""
"2026-05-01","top_healthcare","65","AMRX","Amneal Pharmaceuticals, Inc.","12.87","0.55%","Rating: Buy3.95","Pharmaceuticals","4.11B","58.50","72.06M","-","7.70%","28.70%","Rating: Buy4.00","9.42%","7.02","",""
"2026-05-01","top_healthcare","66","LQDA","Liquidia Corporation","39.21","2.78%","Rating: Buy3.94","Pharmaceuticals","3.45B","NM","-68.92M","-","11.46%","69.01%","Rating: Buy4.00","NM","11.85","",""
"2026-05-01","top_healthcare","67","EHAB","Enhabit, Inc.","13.74","-0.07%","Rating: Buy3.94","Health Care Services","696.94M","NM","-4.60M","-","-2.21%","67.97%","Rating: Hold3.00","4.62%","6.47","",""
"2026-05-01","top_healthcare","68","RCUS","Arcus Biosciences, Inc.","25.50","5.68%","Rating: Buy3.93","Biotechnology","3.20B","NM","-353.00M","-","23.49%","26.30%","Rating: Buy3.50","NM","7.06","",""
"2026-05-01","top_healthcare","69","VMD","Viemed Healthcare, Inc.","9.96","0.71%","Rating: Buy3.93","Health Care Services","383.30M","26.92","14.93M","-","6.52%","55.87%","-Rating: Not Covered","14.52%","5.93","",""
"2026-05-01","top_healthcare","70","ROIV","Roivant Sciences Ltd.","28.53","3.67%","Rating: Buy3.91","Biotechnology","20.42B","NM","-809.24M","-","8.03%","45.71%","Rating: Buy4.00","NM","10.58","",""
"2026-05-01","top_healthcare","71","BVS","Bioventus Inc.","9.87","2.07%","Rating: Buy3.90","Health Care Supplies","823.41M","29.91","22.73M","-","10.16%","45.79%","-Rating: Not Covered","7.17%","5.81","",""
"2026-05-01","top_healthcare","72","EXEL","Exelixis, Inc.","44.46","-0.51%","Rating: Buy3.89","Biotechnology","11.29B","15.99","782.57M","-","5.98%","14.18%","Rating: Strong Buy4.50","26.13%","33.76","",""
"2026-05-01","top_healthcare","73","ASTH","Astrana Health, Inc.","34.14","-2.50%","Rating: Buy3.86","Health Care Services","1.69B","74.51","22.49M","-","40.26%","7.32%","Rating: Buy4.00","22.92%","18.08","",""
"2026-05-01","top_healthcare","74","IMNM","Immunome, Inc.","22.94","-0.04%","Rating: Buy3.81","Biotechnology","2.60B","NM","-212.39M","-","18.86%","43.55%","Rating: Buy4.00","-","7.15","",""
"2026-05-01","top_healthcare","75","GLUE","Monte Rosa Therapeutics, Inc.","19.15","2.30%","Rating: Buy3.78","Biotechnology","1.53B","NM","-38.63M","-","23.31%","47.19%","-Rating: Not Covered","-","3.51","",""
"2026-05-01","top_healthcare","76","ANGO","AngioDynamics, Inc.","10.94","2.63%","Rating: Buy3.78","Health Care Equipment","456.00M","NM","-31.39M","-","0.64%","-9.88%","Rating: Buy4.00","111.00%","8.36","",""
"2026-05-01","top_healthcare","77","INFU","InfuSystem Holdings, Inc.","10.13","3.05%","Rating: Buy3.77","Health Care Services","204.57M","32.68","6.63M","-","8.34%","1.30%","Rating: Buy4.00","13.95%","4.67","",""
"2026-05-01","top_healthcare","78","CDXS","Codexis, Inc.","2.82","0.36%","Rating: Buy3.75","Life Sciences Tools and Services","256.25M","NM","-43.97M","-","85.53%","19.49%","Rating: Buy4.00","NM","0.96","",""
"2026-05-01","top_healthcare","79","EHC","Encompass Health Corporation","100.00","-2.54%","Rating: Buy3.75","Health Care Facilities","9.94B","18.02","566.20M","0.76%","2.54%","-14.39%","Rating: Buy4.00","10.07%","92.77","",""
"2026-05-01","top_healthcare","80","MOLN","Molecular Partners AG","4.23","-4.94%","Rating: Buy3.74","Biotechnology","153.69M","NM","-77.82M","-","7.63%","12.20%","-Rating: Not Covered","NM","3.41","",""
"2026-05-01","top_healthcare","81","VRNO","Verano Holdings Corp.","1.30","4.84%","Rating: Buy3.72","Pharmaceuticals","469.38M","NM","-257.91M","-","36.84%","-2.99%","Rating: Buy3.50","-2.91%","0.46","",""
"2026-05-01","top_healthcare","82","AVAH","Aveanna Healthcare Holdings Inc.","6.54","-0.15%","Rating: Buy3.72","Health Care Services","1.42B","6.23","225.03M","-","2.51%","-29.98%","Rating: Buy4.00","23.23%","3.73","",""
"2026-05-01","top_healthcare","83","CPHRF","Cipher Pharmaceuticals Inc.","13.18","-0.53%","Rating: Buy3.70","Pharmaceuticals","331.04M","12.42","27.33M","-","1.38%","28.59%","-Rating: Not Covered","31.74%","8.54","",""
"2026-05-01","top_healthcare","84","TNDM","Tandem Diabetes Care, Inc.","19.53","7.52%","Rating: Buy3.70","Health Care Equipment","1.34B","NM","-204.71M","-","-0.31%","33.82%","Rating: Buy4.00","NM","9.98","",""
"2026-05-01","top_healthcare","85","TOI","The Oncology Institute, Inc.","3.86","4.04%","Rating: Buy3.69","Health Care Facilities","381.52M","NM","-60.61M","-","36.40%","-15.90%","-Rating: Not Covered","NM","2.02","",""
"2026-05-01","top_healthcare","86","CAMP","Camp4 Therapeutics Corporation","4.17","3.99%","Rating: Buy3.67","Biotechnology","216.53M","NM","-80.40M","-","4.25%","3.47%","Rating: Buy4.00","NM","1.31","",""
"2026-05-01","top_healthcare","87","ADUS","Addus HomeCare Corporation","96.89","-0.07%","Rating: Buy3.65","Health Care Services","1.77B","18.56","95.91M","-","2.66%","-17.84%","Rating: Buy4.00","13.96%","90.89","",""
"2026-05-01","top_healthcare","88","OCS","Oculis Holding AG","27.48","3.89%","Rating: Buy3.65","Pharmaceuticals","1.63B","NM","-124.92M","-","11.93%","36.78%","-Rating: Not Covered","NM","16.00","",""
"2026-05-01","top_healthcare","89","PNTG","The Pennant Group, Inc.","31.32","1.99%","Rating: Buy3.64","Health Care Services","1.09B","37.29","29.58M","-","3.92%","27.27%","-Rating: Not Covered","26.37%","21.73","",""
"2026-05-01","top_healthcare","90","CCCC","C4 Therapeutics, Inc.","2.83","10.55%","Rating: Buy3.62","Biotechnology","276.15M","NM","-104.99M","-","20.43%","15.04%","Rating: Buy4.00","-","1.21","",""
"2026-05-01","top_healthcare","91","NEO","NeoGenomics, Inc.","9.26","3.35%","Rating: Buy3.62","Health Care Services","1.21B","NM","-99.21M","-","28.61%","-4.44%","-Rating: Not Covered","25.74%","4.72","",""
"2026-05-01","top_healthcare","92","DBVT","DBV Technologies S.A.","21.00","3.45%","Rating: Buy3.62","Biotechnology","1.26B","NM","-146.95M","-","7.36%","49.04%","Rating: Sell2.00","NM","7.53","",""
"2026-05-01","top_healthcare","93","STAA","STAAR Surgical Company","26.36","3.45%","Rating: Buy3.61","Health Care Supplies","1.31B","NM","-80.45M","-","43.73%","-0.64%","Rating: Hold3.00","35.45%","15.59","",""
"2026-05-01","top_healthcare","94","ABSI","Absci Corporation","4.98","5.63%","Rating: Buy3.60","Biotechnology","773.35M","NM","-115.18M","-","80.25%","21.64%","Rating: Hold3.00","NM","2.24","",""
"2026-05-01","top_healthcare","95","IMTX","Immatics N.V.","10.99","-1.87%","Rating: Buy3.58","Biotechnology","1.47B","NM","-230.79M","-","18.17%","5.47%","Rating: Buy4.00","NM","3.94","",""
"2026-05-01","top_healthcare","96","HQY","HealthEquity, Inc.","82.03","0.68%","Rating: Buy3.57","Managed Health Care","6.93B","33.35","215.20M","-","0.68%","-11.75%","Rating: Buy4.00","14.20%","72.76","",""
"2026-05-01","top_healthcare","97","ESTA","Establishment Labs Holdings Inc.","68.63","9.93%","Rating: Buy3.57","Health Care Supplies","2.02B","NM","-51.06M","-","25.49%","34.83%","Rating: Buy4.00","NM","31.04","",""
"2026-05-01","top_healthcare","98","KYMR","Kymera Therapeutics, Inc.","81.07","-0.54%","Rating: Buy3.57","Biotechnology","6.62B","NM","-315.00M","-","2.00%","31.95%","Rating: Buy4.00","NM","28.06","",""
"2026-05-01","top_healthcare","99","CBLL","CeriBell, Inc.","20.16","4.73%","Rating: Buy3.56","Health Care Equipment","763.51M","NM","-53.41M","-","13.51%","78.09%","-Rating: Not Covered","NM","10.85","",""
"2026-05-01","top_healthcare","100","KRYS","Krystal Biotech, Inc.","262.26","0.89%","Rating: Buy3.55","Biotechnology","7.72B","38.34","204.83M","-","6.20%","38.70%","Rating: Strong Buy4.50","59.50%","122.80","",""
