Date,Type,Rank,Symbol,Company Name,Quant,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
2024-03-01,top_quant,70,OWL,Blue Owl Capital Inc.,RATING: STRONG BUY4.90,RATING: BUY4.00,RATING: BUY4.21,20.03B,3.13%,D,A,A-,A+,A-
2024-03-01,top_quant,71,AEO,"American Eagle Outfitters, Inc.",RATING: STRONG BUY4.90,RATING: HOLD3.00,RATING: HOLD3.25,4.78B,1.75%,C-,C+,B,A+,A
2024-03-01,top_quant,72,SAFRY,Safran SA UNSPON ADR EA REP 0.25 ORD,RATING: STRONG BUY4.90,RATING: BUY4.00,RATING: STRONG BUY5.00,88.82B,0.68%,C,A,A,A,A+
2024-03-01,top_quant,73,EAT,"Brinker International, Inc.",RATING: STRONG BUY4.89,RATING: HOLD3.00,RATING: HOLD3.15,2.11B,-,C+,B,C+,A-,A+
2024-03-01,top_quant,74,SPOK,"Spok Holdings, Inc.",RATING: STRONG BUY4.89,RATING: HOLD3.00,RATING: STRONG BUY5.00,339.90M,7.41%,B+,A+,B-,A,A+
2024-03-01,top_quant,75,NMR,"Nomura Holdings, Inc. ADR EACH REPR 1 ORD NPV(BNY)",RATING: STRONG BUY4.89,RATING: BUY4.00,RATING: STRONG BUY5.00,18.13B,2.32%,D+,C+,B+,A+,A+
2024-03-01,top_quant,76,OCUL,"Ocular Therapeutix, Inc.",RATING: STRONG BUY4.89,RATING: BUY3.50,RATING: BUY4.37,1.20B,-,C-,A,D+,A+,A-
2024-03-01,top_quant,77,AQST,"Aquestive Therapeutics, Inc.",RATING: STRONG BUY4.89,RATING: BUY4.00,RATING: STRONG BUY4.66,279.75M,-,D+,A+,B-,A+,B
2024-03-01,top_quant,78,PRU,"Prudential Financial, Inc.",RATING: STRONG BUY4.89,RATING: BUY3.60,RATING: HOLD2.86,39.13B,4.64%,B-,B,A,B+,A-
2024-03-01,top_quant,79,TILE,"Interface, Inc.",RATING: STRONG BUY4.89,-RATING: NOT COVERED,RATING: BUY4.00,878.25M,0.27%,D+,C-,C+,A+,A
2024-03-01,top_quant,80,NXT,Nextracker Inc.,RATING: STRONG BUY4.88,RATING: BUY4.00,RATING: BUY4.41,12.46B,-,C-,A,A-,A,A-
2024-03-01,top_quant,81,SUN,Sunoco LP Common Units,RATING: STRONG BUY4.88,RATING: BUY3.66,RATING: HOLD3.28,5.27B,5.39%,B-,B+,C-,A,A+
2024-03-01,top_quant,82,VLVLY,AB Volvo (publ) UNSP ADR EACH REP 1 ORD SHS,RATING: STRONG BUY4.88,RATING: HOLD3.00,RATING: SELL2.00,57.59B,2.40%,B,B,A-,A-,A+
2024-03-01,top_quant,83,HVRRY,Hannover Rück SE SPONSORED ADR,RATING: STRONG BUY4.88,-RATING: NOT COVERED,RATING: HOLD3.00,31.35B,2.09%,D+,C+,A+,A-,A+
2024-03-01,top_quant,84,BBSEY,BB Seguridade Participações S.A. SPONSORED ADR,RATING: STRONG BUY4.88,RATING: BUY4.00,RATING: BUY3.50,13.10B,8.68%,A,C+,A+,C+,A+
2024-03-01,top_quant,85,SCS,Steelcase Inc.,RATING: STRONG BUY4.88,RATING: BUY4.00,RATING: HOLD3.00,1.47B,3.11%,B+,A,B-,A,A+
2024-03-01,top_quant,86,TYIDY,Toyota Industries Corporation ADR EACH REPR 1 ORD,RATING: STRONG BUY4.88,-RATING: NOT COVERED,RATING: HOLD3.00,32.17B,1.35%,D+,B+,C+,A,A
2024-03-01,top_quant,87,ANET,"Arista Networks, Inc.",RATING: STRONG BUY4.87,RATING: BUY3.55,RATING: BUY4.13,87.68B,-,D,B+,A+,A,A-
2024-03-01,top_quant,88,TNK,Teekay Tankers Ltd.,RATING: STRONG BUY4.87,RATING: STRONG BUY4.50,RATING: STRONG BUY4.85,1.85B,1.84%,B,B-,A-,A,A+
2024-03-01,top_quant,89,CGBD,Carlyle Secured Lending Inc.,RATING: STRONG BUY4.87,RATING: BUY3.50,RATING: BUY3.66,829.48M,10.78%,A,A,A,C+,A-
2024-03-01,top_quant,90,EMR,Emerson Electric Co.,RATING: STRONG BUY4.87,RATING: BUY4.00,RATING: BUY4.41,62.33B,1.92%,D,B+,B+,B+,A
2024-03-01,top_quant,91,ITRI,"Itron, Inc.",RATING: STRONG BUY4.87,RATING: BUY4.00,RATING: BUY4.23,4.21B,-,C-,A,C+,A,A
2024-03-01,top_quant,92,ALL,The Allstate Corporation,RATING: STRONG BUY4.87,RATING: SELL2.00,RATING: BUY3.81,41.24B,2.29%,B+,A+,B+,A,B+
2024-03-01,top_quant,93,PAGS,PagSeguro Digital Ltd.,RATING: STRONG BUY4.87,RATING: BUY4.00,RATING: BUY3.76,4.01B,-,A,B,B-,A,A-
2024-03-01,top_quant,94,FEMY,Femasys Inc.,RATING: STRONG BUY4.87,-RATING: NOT COVERED,RATING: BUY4.33,46.11M,-,C,C-,C,A+,B-
2024-03-01,top_quant,95,HCMLY,Holcim AG SPON ADS EACH REPR 0.20 ORD SHS,RATING: STRONG BUY4.86,RATING: BUY4.00,RATING: SELL2.00,46.80B,3.06%,B-,C-,A+,A,A+
2024-03-01,top_quant,96,JHX,James Hardie Industries plc SPON ADR EACH REP 1 CDI,RATING: STRONG BUY4.86,RATING: BUY4.00,RATING: SELL2.00,17.30B,-,D,B+,A-,A+,A+
2024-03-01,top_quant,97,GWRE,"Guidewire Software, Inc.",RATING: STRONG BUY4.86,RATING: BUY4.00,RATING: BUY4.05,9.36B,-,D+,B+,C,A-,A
2024-03-01,top_quant,98,MARA,"Marathon Digital Holdings, Inc.",RATING: STRONG BUY4.86,RATING: BUY3.55,RATING: HOLD3.45,5.96B,-,C,A-,D+,A+,C-
2024-03-01,top_quant,99,FG,"F&G Annuities & Life, Inc.",RATING: STRONG BUY4.86,RATING: HOLD3.00,RATING: HOLD3.00,4.72B,2.17%,C-,C-,A,A+,A
2024-03-01,top_quant,100,PFLT,PennantPark Floating Rate Capital,RATING: STRONG BUY4.86,RATING: HOLD3.00,RATING: HOLD3.42,694.55M,10.85%,A+,A+,A,C-,A
2024-03-01,top_dividend,1,NLCP,"NewLake Capital Partners, Inc.",RATING: STRONG BUY4.93,RATING: HOLD3.33,RATING: HOLD3.00,352.94M,9.69%,A,A+,A+,A,B-
2024-03-01,top_dividend,2,CI,The Cigna Group,RATING: STRONG BUY4.91,RATING: BUY3.85,RATING: BUY4.34,97.28B,1.53%,D+,B,A+,B+,A
2024-03-01,top_dividend,3,IIPR,"Innovative Industrial Properties, Inc.",RATING: STRONG BUY4.90,RATING: BUY3.88,RATING: HOLD3.16,2.72B,7.48%,A-,A+,A,A,A-
2024-03-01,top_dividend,4,PRU,"Prudential Financial, Inc.",RATING: STRONG BUY4.89,RATING: BUY3.60,RATING: HOLD2.86,39.13B,4.64%,B-,B,A,B+,A-
2024-03-01,top_dividend,5,SCS,Steelcase Inc.,RATING: STRONG BUY4.88,RATING: BUY4.00,RATING: HOLD3.00,1.47B,3.11%,B+,A,B-,A,A+
2024-03-01,top_dividend,6,EMR,Emerson Electric Co.,RATING: STRONG BUY4.87,RATING: BUY4.00,RATING: BUY4.41,62.33B,1.92%,D,B+,B+,B+,A
2024-03-01,top_dividend,7,EPRT,"Essential Properties Realty Trust, Inc.",RATING: STRONG BUY4.86,RATING: BUY4.00,RATING: BUY4.46,4.09B,4.56%,C+,A+,A+,C+,A+
2024-03-01,top_dividend,8,MLI,"Mueller Industries, Inc.",RATING: STRONG BUY4.82,RATING: BUY3.50,RATING: HOLD3.00,5.79B,1.18%,B-,B+,A,A-,A
2024-03-01,top_dividend,9,ABBV,AbbVie Inc.,RATING: STRONG BUY4.78,RATING: BUY3.70,RATING: BUY3.89,316.48B,3.34%,D,C+,A+,B+,B+
2024-03-01,top_dividend,10,APOG,"Apogee Enterprises, Inc.",RATING: STRONG BUY4.77,RATING: BUY4.00,RATING: HOLD3.00,1.24B,1.73%,C+,A,B,B,A+
2024-03-01,top_dividend,11,IDCC,"InterDigital, Inc.",RATING: STRONG BUY4.75,RATING: BUY4.00,RATING: STRONG BUY4.80,2.70B,1.42%,C,C-,A,B+,A
2024-03-01,top_dividend,12,CMCSA,Comcast Corporation,RATING: STRONG BUY4.74,RATING: BUY4.00,RATING: BUY3.93,167.06B,2.76%,C+,B-,A+,B-,C
2024-03-01,top_dividend,13,MRK,"Merck & Co., Inc.",RATING: STRONG BUY4.71,RATING: BUY3.66,RATING: BUY4.25,311.08B,2.41%,C,A-,A+,B,B+
