Date,Type,Rank,Symbol,Company Name,Quant,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
2024-07-01,top_rated_overall,16,GBDC,Golub Capital BDC,RATING: STRONG BUY4.78,RATING: BUY3.50,RATING: BUY4.00,4.16B,11.72%,A+,B-,B+,B-,A+
2024-07-01,top_rated_overall,17,ANYYY,"Aena S.M.E., S.A.",RATING: STRONG BUY4.77,RATING: BUY4.00,RATING: STRONG BUY5.00,30.20B,4.05%,B+,A+,A,A-,A-
2024-07-01,top_rated_overall,18,HTGC,"Hercules Capital, Inc.",RATING: STRONG BUY4.76,RATING: BUY3.50,RATING: BUY3.88,3.24B,7.89%,A-,A,A+,A,B+
2024-07-01,top_rated_overall,19,NGD,New Gold Inc.,RATING: STRONG BUY4.74,RATING: BUY3.50,RATING: BUY3.50,1.58B,,B-,B+,B-,A+,B
2024-07-01,top_rated_overall,20,HCI,"HCI Group, Inc.",RATING: STRONG BUY4.71,RATING: BUY4.00,RATING: STRONG BUY4.80,958.70M,1.75%,B+,A-,A-,A-,A+
2024-07-01,top_rated_overall,21,DAL,"Delta Air Lines, Inc.",RATING: STRONG BUY4.68,RATING: STRONG BUY4.50,RATING: STRONG BUY4.61,31.36B,0.82%,A,B-,A+,B+,B+
2024-07-01,top_rated_overall,22,TCNNF,Trulieve Cannabis Corp.,RATING: STRONG BUY4.68,RATING: BUY3.50,RATING: STRONG BUY4.80,1.97B,,B-,A,A-,A+,B-
2024-07-01,top_rated_overall,23,SSEZY,SSE plc,RATING: STRONG BUY4.66,RATING: BUY4.00,RATING: STRONG BUY5.00,24.51B,4.74%,A-,B-,A+,B+,A+
2024-07-01,top_rated_overall,24,RNR,RenaissanceRe Holdings Ltd.,RATING: STRONG BUY4.62,RATING: BUY4.00,RATING: BUY3.66,11.88B,0.69%,B-,A,A-,B,B+
2024-07-01,top_rated_overall,25,UAL,"United Airlines Holdings, Inc.",RATING: STRONG BUY4.61,RATING: BUY4.40,RATING: BUY4.40,15.85B,,A+,A-,A+,B-,B
2024-07-01,top_rated_overall,26,LAUR,"Laureate Education, Inc.",RATING: STRONG BUY4.59,RATING: BUY4.00,RATING: BUY4.33,2.21B,,B,A-,A-,B,A
2024-07-01,top_rated_overall,27,AFYA,Afya Limited,RATING: STRONG BUY4.52,RATING: STRONG BUY4.50,RATING: BUY3.57,1.53B,,A-,B+,B-,B-,A+
2024-07-01,top_rated_overall,28,QFIN,"Qifu Technology, Inc.",RATING: BUY4.46,RATING: BUY4.00,RATING: STRONG BUY4.71,3.01B,5.57%,A,B+,B,A-,B-
2024-07-01,top_rated_overall,29,HITI,High Tide Inc.,RATING: BUY4.43,RATING: STRONG BUY4.50,RATING: STRONG BUY4.80,183.28M,,B-,A-,B+,A,B
2024-07-01,top_rated_overall,30,CAAP,Corporación América Airports S.A.,RATING: BUY4.39,RATING: STRONG BUY4.50,RATING: BUY4.25,2.70B,,A,B+,A,B+,B+
2024-07-01,top_rated_overall,31,SBLK,Star Bulk Carriers Corp.,RATING: BUY4.36,RATING: BUY3.50,RATING: STRONG BUY4.50,2.78B,7.45%,A+,A+,A+,B+,B-
2024-07-01,top_rated_overall,32,KSPI,Joint Stock Company Kaspi.kz,RATING: BUY4.25,RATING: BUY4.00,RATING: BUY4.42,25.13B,5.34%,B,B+,B-,A+,B-
2024-07-01,top_rated_overall,33,LAMR,Lamar Advertising Company,RATING: BUY4.20,RATING: BUY4.00,RATING: BUY3.50,12.14B,4.30%,B-,B+,B+,A,B-
2024-07-01,top_rated_overall,34,BAP,Credicorp Ltd.,RATING: BUY4.12,RATING: BUY4.00,RATING: BUY4.38,12.64B,5.84%,A-,A+,B-,B-,B-
2024-07-01,top_rated_overall,35,LBTYA,Liberty Global Ltd.,RATING: BUY3.79,RATING: STRONG BUY5.00,RATING: BUY4.00,6.63B,,B,B-,B-,B,B
2024-07-01,top_rated_overall,36,NVCR,NovoCure Limited,RATING: BUY3.54,RATING: BUY4.00,RATING: BUY3.71,1.90B,,B-,B+,,,
2024-07-01,top_quant,1,ABAT,American Battery Technology Company,RATING: STRONG SELL1.13,-RATING: NOT COVERED,RATING: STRONG BUY5.00,69.15M,,B-,C-,D-,F,B-
2024-07-01,top_quant,2,AEHR,Aehr Test Systems,RATING: STRONG SELL1.19,RATING: BUY4.00,RATING: HOLD3.00,321.24M,,C-,A-,C+,F,D
2024-07-01,top_quant,3,AEMD,"Aethlon Medical, Inc.",RATING: STRONG SELL1.08,-RATING: NOT COVERED,RATING: BUY3.50,5.34M,,A,D-,D+,F,C+
2024-07-01,top_quant,4,AEON,"AEON Biopharma, Inc.",RATING: STRONG SELL1.00,-RATING: NOT COVERED,RATING: BUY4.00,41.47M,,-RATING: NOT COVERED,F,F,F,D-
2024-07-01,top_quant,5,AIXI,Xiao-I Corporation,RATING: HOLD3.00,-RATING: NOT COVERED,-RATING: NOT COVERED,49.70M,,A-,A+,D,F,A-
2024-07-01,top_quant,6,AKTS,"Akoustis Technologies, Inc.",RATING: STRONG SELL1.02,-RATING: NOT COVERED,RATING: HOLD3.33,16.22M,,A-,D+,F,F,D+
2024-07-01,top_quant,7,ALB,Albemarle Corporation,RATING: SELL1.55,RATING: BUY3.60,RATING: BUY3.88,11.31B,1.66%,D-,F,D,F,C
2024-07-01,top_quant,8,ALGT,Allegiant Travel Company,RATING: STRONG SELL1.40,RATING: BUY4.00,RATING: HOLD3.36,886.71M,4.77%,A,C+,D,F,D
2024-07-01,top_quant,9,ALLR,"Allarity Therapeutics, Inc.",RATING: STRONG SELL1.01,-RATING: NOT COVERED,RATING: HOLD3.00,3.61M,,-RATING: NOT COVERED,-RATING: NOT COVERED,D-,F,A-
2024-07-01,top_quant,10,ALTI,"AlTi Global, Inc.",RATING: SELL1.62,RATING: HOLD3.00,RATING: STRONG BUY5.00,589.24M,,C-,A+,D,F,D+
2024-07-01,top_quant,11,ALTM,Arcadium Lithium plc,RATING: SELL1.93,RATING: BUY4.00,RATING: BUY4.21,3.67B,,B+,D+,D,F,B
2024-07-01,top_quant,12,ALTO,"Alto Ingredients, Inc.",RATING: SELL1.55,RATING: HOLD2.50,RATING: STRONG BUY4.50,114.56M,,A,B,C-,F,C+
2024-07-01,top_quant,13,ALUR,Allurion Technologies Inc.,RATING: STRONG SELL1.14,RATING: HOLD3.00,RATING: STRONG BUY5.00,62.33M,,B-,D+,F,F,-RATING: NOT COVERED
2024-07-01,top_quant,14,ALZN,"Alzamend Neuro, Inc.",RATING: STRONG SELL1.05,-RATING: NOT COVERED,RATING: BUY4.00,2.95M,,-RATING: NOT COVERED,B+,F,F,A-
2024-07-01,top_quant,15,AMLI,American Lithium Corp.,RATING: STRONG SELL1.39,RATING: BUY4.00,RATING: STRONG BUY4.60,125.51M,,B,D,D,F,C+
2024-07-01,top_quant,16,AMLX,"Amylyx Pharmaceuticals, Inc.",RATING: STRONG SELL1.08,RATING: BUY4.00,RATING: HOLD3.14,131.25M,,B-,B-,B+,F,D+
2024-07-01,top_quant,17,AMPG,"AmpliTech Group, Inc.",RATING: STRONG SELL1.27,-RATING: NOT COVERED,RATING: BUY4.00,10.20M,,A,A+,D-,F,F
2024-07-01,top_quant,18,AMPS,"Altus Power, Inc.",RATING: HOLD3.10,RATING: BUY4.00,RATING: STRONG BUY4.50,676.27M,,D+,A,D-,F,A
2024-07-01,top_quant,19,AMPX,"Amprius Technologies, Inc.",RATING: STRONG SELL1.16,-RATING: NOT COVERED,RATING: BUY4.42,131.72M,,B+,A+,D-,F,C+
2024-07-01,top_quant,20,AMTX,"Aemetis, Inc.",RATING: STRONG SELL1.27,RATING: BUY4.00,RATING: BUY3.66,134.08M,,D,C+,F,F,C-
2024-07-01,top_quant,21,AMWL,American Well Corporation,RATING: STRONG SELL1.08,-RATING: NOT COVERED,RATING: HOLD3.36,111.26M,,A,B-,C-,F,D+
2024-07-01,top_quant,22,APCX,AppTech Payments Corp.,RATING: HOLD2.80,-RATING: NOT COVERED,RATING: STRONG BUY5.00,23.72M,,D+,-RATING: NOT COVERED,F,F,A+
2024-07-01,top_quant,23,APDN,"Applied DNA Sciences, Inc.",RATING: STRONG SELL1.29,-RATING: NOT COVERED,RATING: BUY3.50,4.20M,,A+,A,D-,F,A
2024-07-01,top_quant,24,APLM,"Apollomics, Inc.",RATING: STRONG SELL1.00,-RATING: NOT COVERED,RATING: BUY4.00,22.85M,,A-,F,F,F,D-
2024-07-01,top_quant,25,APPS,"Digital Turbine, Inc.",RATING: STRONG SELL1.10,RATING: HOLD3.00,RATING: HOLD3.40,152.73M,,A,C-,D,F,D+
2024-07-01,top_quant,26,APTO,Aptose Biosciences Inc.,RATING: STRONG SELL1.03,-RATING: NOT COVERED,RATING: BUY4.33,16.84M,,B+,B-,F,F,-RATING: NOT COVERED
2024-07-01,top_quant,27,APVO,Aptevo Therapeutics Inc.,RATING: STRONG SELL1.14,-RATING: NOT COVERED,RATING: BUY4.00,2.10M,,A,F,D,F,A-
2024-07-01,top_quant,28,AQMS,"Aqua Metals, Inc.",RATING: STRONG SELL1.29,-RATING: NOT COVERED,RATING: STRONG BUY4.50,46.62M,,B,A+,F,F,D-
2024-07-01,top_quant,29,ARBB,ARB IOT Group Limited,RATING: STRONG SELL1.23,-RATING: NOT COVERED,RATING: BUY4.00,14.28M,,A+,F,A+,F,C+
2024-07-01,top_quant,30,AREC,American Resources Corporation,RATING: STRONG SELL1.12,-RATING: NOT COVERED,RATING: BUY4.33,54.55M,,D,B,F,F,F
2024-07-01,top_quant,31,ARQQ,Arqit Quantum Inc.,RATING: STRONG SELL1.11,-RATING: NOT COVERED,RATING: BUY4.00,56.23M,,B+,D,F,F,D-
2024-07-01,top_quant,32,ATLC,Atlanticus Holdings Corporation,RATING: SELL2.18,RATING: HOLD3.00,RATING: BUY4.16,398.06M,,A+,D,B-,F,F
2024-07-01,top_quant,33,ATLX,Atlas Lithium Corporation,RATING: SELL1.83,RATING: BUY4.00,RATING: BUY4.33,153.65M,,C+,A+,D+,F,F
2024-07-01,top_quant,34,ATXI,"Avenue Therapeutics, Inc.",RATING: STRONG SELL1.11,-RATING: NOT COVERED,RATING: BUY4.00,3.37M,,A-,-RATING: NOT COVERED,F,F,A
2024-07-01,top_quant,35,AUDAQ,"Audacy, Inc.",RATING: SELL1.71,-RATING: NOT COVERED,RATING: STRONG SELL1.00,472.96K,,A+,C-,F,F,B-
2024-07-01,top_quant,36,AUGX,"Augmedix, Inc.",RATING: STRONG SELL1.03,-RATING: NOT COVERED,RATING: BUY4.33,41.62M,,A,A,C,F,D
2024-07-01,top_quant,37,AUUD,Auddia Inc.,RATING: STRONG SELL1.32,-RATING: NOT COVERED,RATING: HOLD3.00,2.70M,,A-,F,F,F,A
2024-07-01,top_quant,38,AVTE,"Aerovate Therapeutics, Inc.",RATING: STRONG SELL1.01,RATING: STRONG BUY5.00,RATING: HOLD3.00,48.13M,,A-,C-,D+,F,D+
2024-07-01,top_quant,39,AZ,A2Z Smart Technologies Corp.,RATING: STRONG SELL1.09,-RATING: NOT COVERED,RATING: STRONG BUY5.00,19.50M,,A-,D-,F,F,C+
2024-07-01,top_quant,40,AZTR,"Azitra, Inc.",RATING: STRONG SELL1.02,-RATING: NOT COVERED,RATING: BUY4.00,3.80M,,B-,B-,D-,F,D-
2024-07-01,top_quant,41,AZUL,Azul S.A.,RATING: STRONG SELL1.24,RATING: BUY3.50,RATING: BUY4.00,492.99M,,A+,D,D,F,F
2024-07-01,top_quant,42,BBD,Banco Bradesco S.A.,RATING: SELL2.19,RATING: HOLD3.00,RATING: HOLD3.37,22.74B,3.67%,A-,C,D-,F,C
2024-07-01,top_quant,43,BCTX,BriaCell Therapeutics Corp.,RATING: STRONG SELL1.00,-RATING: NOT COVERED,RATING: BUY4.00,18.83M,,-RATING: NOT COVERED,-RATING: NOT COVERED,D,F,D-
2024-07-01,top_quant,44,BEN,"Franklin Resources, Inc.",RATING: SELL2.31,RATING: HOLD2.50,RATING: SELL2.41,11.85B,5.42%,B-,C,C+,F,D+
2024-07-01,top_quant,45,BFI,"BurgerFi International, Inc.",RATING: STRONG SELL1.03,-RATING: NOT COVERED,RATING: STRONG BUY5.00,5.93M,,C+,C,D,F,D-
2024-07-01,top_quant,46,BIG,"Big Lots, Inc.",RATING: STRONG SELL1.06,RATING: SELL2.00,RATING: HOLD2.66,53.72M,,A,C-,D-,F,F
2024-07-01,top_quant,47,BIOCQ,"Biocept, Inc.",RATING: HOLD2.51,-RATING: NOT COVERED,RATING: HOLD3.00,2K,,A+,D+,D+,F,-RATING: NOT COVERED
2024-07-01,top_quant,48,BIOL,"BIOLASE, Inc.",RATING: HOLD2.50,-RATING: NOT COVERED,RATING: BUY4.33,2.54M,,A+,D+,C,F,A-
2024-07-01,top_quant,49,BMEA,"Biomea Fusion, Inc.",RATING: STRONG SELL1.05,-RATING: NOT COVERED,RATING: BUY3.87,162.83M,,B,D-,D+,F,D
2024-07-01,top_quant,50,BNED,"Barnes & Noble Education, Inc.",RATING: STRONG SELL1.02,RATING: HOLD3.00,RATING: HOLD3.00,168.06M,,B,C-,D,F,C+
2024-07-01,top_quant,51,BNZI,"Banzai International, Inc.",RATING: STRONG SELL1.03,-RATING: NOT COVERED,RATING: STRONG BUY5.00,4.71M,,B,A+,F,F,-RATING: NOT COVERED
2024-07-01,top_quant,52,BOLSY,"B3 S.A. - Brasil, Bolsa, Balcão",RATING: SELL1.59,RATING: BUY4.00,RATING: STRONG BUY5.00,10.33B,3.24%,C,C+,A,F,D-
2024-07-01,top_quant,53,BPTH,"Bio-Path Holdings, Inc.",RATING: STRONG SELL1.10,-RATING: NOT COVERED,RATING: BUY4.00,4.06M,,-RATING: NOT COVERED,F,F,F,A
2024-07-01,top_quant,54,BPTSY,Biophytis S.A.,RATING: STRONG SELL1.03,-RATING: NOT COVERED,RATING: BUY4.00,1.87M,,B+,A-,D-,F,D-
2024-07-01,top_quant,55,BSGM,"BioSig Technologies, Inc.",RATING: STRONG SELL1.17,-RATING: NOT COVERED,RATING: STRONG BUY5.00,5.25M,,D,C+,F,F,A
2024-07-01,top_quant,56,BYON,"Beyond, Inc.",RATING: STRONG SELL1.21,RATING: HOLD2.50,RATING: HOLD3.41,568.19M,,A-,B-,F,F,D-
2024-07-01,top_quant,57,CAMPQ,CalAmp Corp.,RATING: STRONG SELL1.19,-RATING: NOT COVERED,RATING: HOLD3.00,429.22K,,A+,C+,D,F,C+
2024-07-01,top_quant,58,CARA,"Cara Therapeutics, Inc.",RATING: STRONG SELL1.10,-RATING: NOT COVERED,RATING: HOLD3.00,16.65M,,B+,A+,F,F,D+
2024-07-01,top_quant,59,CBDBY,Companhia Brasileira De Distribuicao,RATING: HOLD2.88,-RATING: NOT COVERED,RATING: HOLD3.00,250.91M,,A+,C,A,F,A
2024-07-01,top_quant,60,CBRL,"Cracker Barrel Old Country Store, Inc.",RATING: STRONG SELL1.40,RATING: BUY3.66,RATING: HOLD2.70,926.28M,12.46%,A+,F,C-,F,D+
2024-07-01,top_quant,61,CHGG,"Chegg, Inc.",RATING: STRONG SELL1.30,RATING: HOLD2.50,RATING: HOLD2.53,302.56M,,A+,B-,B,F,C-
2024-07-01,top_quant,62,CHPT,"ChargePoint Holdings, Inc.",RATING: SELL2.07,RATING: SELL2.00,RATING: HOLD3.42,642.21M,,A-,C,F,F,B
2024-07-01,top_quant,63,CING,Cingulate Inc.,RATING: STRONG SELL1.20,-RATING: NOT COVERED,RATING: BUY3.75,4.04M,,A-,A-,F,F,A-
2024-07-01,top_quant,64,CJREF,Corus Entertainment Inc.,RATING: STRONG SELL1.23,-RATING: NOT COVERED,RATING: SELL2.25,21.85M,,A+,D-,A-,F,C
2024-07-01,top_quant,65,CLDI,"Calidi Biotherapeutics, Inc.",RATING: STRONG SELL1.04,-RATING: NOT COVERED,RATING: STRONG BUY5.00,13.27M,,-RATING: NOT COVERED,C-,F,F,A
2024-07-01,top_quant,66,CMBM,Cambium Networks Corporation,RATING: STRONG SELL1.18,-RATING: NOT COVERED,RATING: BUY4.00,80.62M,,A+,D+,D,F,D
2024-07-01,top_quant,67,CMLS,Cumulus Media Inc.,RATING: STRONG SELL1.18,-RATING: NOT COVERED,RATING: HOLD3.00,33.77M,,C+,C,D+,F,F
2024-07-01,top_quant,68,CMP,"Compass Minerals International, Inc.",RATING: STRONG SELL1.19,RATING: HOLD3.00,RATING: BUY3.66,437.73M,4.25%,B+,D-,D,F,D-
2024-07-01,top_quant,69,CNF,CNFinance Holdings Limited,RATING: SELL2.19,-RATING: NOT COVERED,RATING: STRONG BUY5.00,113.85M,,A+,B+,C,F,D-
2024-07-01,top_quant,70,COMS,COMSovereign Holding Corp.,RATING: STRONG SELL1.19,-RATING: NOT COVERED,RATING: STRONG BUY5.00,181.93K,,A+,B-,F,F,C+
2024-07-01,top_quant,71,CONN,"Conn's, Inc.",RATING: STRONG SELL1.10,-RATING: NOT COVERED,RATING: STRONG BUY5.00,29.99M,,A,A+,D-,F,D
2024-07-01,top_quant,72,COUR,"Coursera, Inc.",RATING: STRONG SELL1.43,RATING: BUY4.00,RATING: BUY4.07,1.07B,,B-,A,C-,F,B
2024-07-01,top_quant,73,CRBU,"Caribou Biosciences, Inc.",RATING: STRONG SELL1.07,RATING: BUY4.00,RATING: BUY4.33,151.73M,,B+,B+,D,F,D+
2024-07-01,top_quant,74,CRD.A,Crawford & Company,RATING: HOLD3.15,-RATING: NOT COVERED,RATING: BUY4.00,410.01M,3.35%,C-,B,B-,F,A
2024-07-01,top_quant,75,CREV,Carbon Revolution Public Limited Company,RATING: STRONG SELL1.06,-RATING: NOT COVERED,RATING: STRONG BUY5.00,13.50M,,B-,B,F,F,-RATING: NOT COVERED
2024-07-01,top_quant,76,CRNC,Cerence Inc.,RATING: STRONG SELL1.02,-RATING: NOT COVERED,RATING: HOLD3.25,114.89M,,A,F,D+,F,D-
2024-07-01,top_quant,77,CSAN,Cosan S.A.,RATING: SELL2.02,RATING: BUY4.00,RATING: BUY3.50,4.66B,3.48%,C,B+,C-,F,C+
2024-07-01,top_quant,78,CWD,CaliberCos Inc.,RATING: HOLD2.93,-RATING: NOT COVERED,-RATING: NOT COVERED,19.21M,,A,A-,F,F,C+
2024-07-01,top_quant,79,CYDVF,Century Lithium Corp.,RATING: STRONG SELL1.28,-RATING: NOT COVERED,RATING: STRONG BUY5.00,33.67M,,B,C,D+,F,C+
2024-07-01,top_quant,80,CYN,Cyngn Inc.,RATING: STRONG SELL1.13,-RATING: NOT COVERED,RATING: STRONG BUY5.00,10.90M,,B+,A-,F,F,C+
2024-07-01,top_quant,81,CYTO,Altamira Therapeutics Ltd.,RATING: STRONG SELL1.05,-RATING: NOT COVERED,-RATING: NOT COVERED,2.49M,,C,-RATING: NOT COVERED,C-,F,C+
2024-07-01,top_quant,82,CZFS,"Citizens Financial Services, Inc.",RATING: SELL1.77,-RATING: NOT COVERED,RATING: STRONG BUY5.00,211.08M,4.37%,B,F,D,F,D+
2024-07-01,top_quant,83,CZOO,Cazoo Group Ltd,RATING: HOLD2.58,-RATING: NOT COVERED,RATING: HOLD3.00,146.97K,,A+,B,F,F,B-
2024-07-01,top_quant,84,DADA,Dada Nexus Limited,RATING: STRONG SELL1.18,RATING: BUY4.00,RATING: BUY3.66,346.54M,,A-,A-,D-,F,F
2024-07-01,top_quant,85,DDD,3D Systems Corporation,RATING: STRONG SELL1.43,RATING: HOLD3.00,RATING: BUY3.66,410.21M,,B+,B,D-,F,C+
2024-07-01,top_quant,86,DLO,DLocal Limited,RATING: STRONG SELL1.30,RATING: SELL2.00,RATING: BUY3.54,2.36B,,D+,A-,A-,F,D-
2024-07-01,top_quant,87,DLPN,"Dolphin Entertainment, Inc.",RATING: STRONG SELL1.24,-RATING: NOT COVERED,RATING: BUY4.00,17.40M,,C,D+,D-,F,F
2024-07-01,top_quant,88,DM,"Desktop Metal, Inc.",RATING: STRONG SELL1.16,RATING: HOLD3.00,RATING: BUY3.66,141.74M,,B+,D,D-,F,C-
2024-07-01,top_quant,89,DMTKQ,"DermTech, Inc.",RATING: STRONG SELL1.17,-RATING: NOT COVERED,RATING: BUY4.00,4.11M,,A,D,D-,F,A+
2024-07-01,top_quant,90,DNA,"Ginkgo Bioworks Holdings, Inc.",RATING: STRONG SELL1.35,RATING: HOLD2.50,RATING: HOLD2.57,683.73M,,A-,C,F,F,B+
2024-07-01,top_quant,91,DNMR,"Danimer Scientific, Inc.",RATING: HOLD2.73,-RATING: NOT COVERED,RATING: HOLD3.40,86.17M,,C+,C-,D+,F,A-
2024-07-01,top_quant,92,DQ,Daqo New Energy Corp.,RATING: HOLD2.50,RATING: BUY4.00,RATING: HOLD3.12,1.01B,,A+,F,C-,F,D
2024-07-01,top_quant,93,DRMA,"Dermata Therapeutics, Inc.",RATING: STRONG SELL1.34,-RATING: NOT COVERED,RATING: BUY4.00,1.31M,,A,B-,D-,F,A
2024-07-01,top_quant,94,EAF,GrafTech International Ltd.,RATING: STRONG SELL1.15,RATING: HOLD3.00,RATING: HOLD3.00,245.03M,,A-,F,D,F,C-
2024-07-01,top_quant,95,EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,RATING: SELL2.04,RATING: BUY4.00,RATING: STRONG BUY5.00,14.79B,1.20%,D-,A+,B-,F,D-
2024-07-01,top_quant,96,EBR.B,Centrais Elétricas Brasileiras S.A. - Eletrobrás,RATING: SELL2.16,RATING: BUY4.00,RATING: STRONG BUY5.00,14.79B,4.88%,B,A+,B-,F,F
2024-07-01,top_quant,97,EDBL,Edible Garden AG Incorporated,RATING: STRONG SELL1.19,-RATING: NOT COVERED,RATING: BUY4.00,3.88M,,A-,D,F,F,A+
2024-07-01,top_quant,98,EDNMY,Edenred SE,RATING: SELL1.75,RATING: BUY4.00,RATING: HOLD3.00,10.74B,2.71%,D-,A-,A,F,D-
2024-07-01,top_quant,99,EFTR,"eFFECTOR Therapeutics, Inc.",RATING: STRONG SELL1.00,-RATING: NOT COVERED,RATING: STRONG BUY4.50,1.46M,,A-,F,D-,F,D-
2024-07-01,top_quant,100,EGBN,"Eagle Bancorp, Inc.",RATING: SELL1.96,RATING: HOLD3.00,RATING: HOLD3.00,543.72M,9.99%,A+,F,C+,F,F
2024-07-01,top_dividend,1,EPRT,"Essential Properties Realty Trust, Inc.",RATING: STRONG BUY4.85,RATING: BUY3.80,RATING: STRONG BUY4.64,4.85B,4.10%,C+,A+,A+,A,B+
2024-07-01,top_dividend,2,HRB,"H&R Block, Inc.",RATING: STRONG BUY4.81,RATING: STRONG BUY5.00,RATING: BUY3.50,7.47B,2.39%,C,B,A,A,A
2024-07-01,top_dividend,3,PHM,"PulteGroup, Inc.",RATING: STRONG BUY4.76,RATING: BUY4.00,RATING: BUY4.11,23.09B,0.69%,C+,B-,A,A-,A+
2024-07-01,top_dividend,4,KBH,KB Home,RATING: STRONG BUY4.76,RATING: BUY3.50,RATING: HOLD3.26,5.23B,1.22%,C+,C+,A-,A-,A
2024-07-01,top_dividend,5,EMR,Emerson Electric Co.,RATING: STRONG BUY4.73,RATING: BUY3.60,RATING: STRONG BUY4.68,61.95B,1.93%,D,A,A,B-,A-
2024-07-01,top_dividend,6,ABM,ABM Industries Incorporated,RATING: STRONG BUY4.72,RATING: BUY3.50,RATING: HOLD3.37,3.14B,1.78%,C+,B-,C,B+,A
2024-07-01,top_dividend,7,PH,Parker-Hannifin Corporation,RATING: STRONG BUY4.71,RATING: BUY3.66,RATING: BUY4.26,64.81B,1.20%,D,B-,A+,B,A-
2024-07-01,top_dividend,8,HCI,"HCI Group, Inc.",RATING: STRONG BUY4.71,RATING: BUY4.00,RATING: STRONG BUY4.80,958.70M,1.75%,B+,A-,A-,A-,A+
2024-07-01,top_dividend,9,HON,Honeywell International Inc.,RATING: STRONG BUY4.70,RATING: BUY4.00,RATING: BUY4.00,139.60B,1.99%,D+,C,A+,B-,B+
2024-07-01,top_dividend,10,AWI,"Armstrong World Industries, Inc.",RATING: STRONG BUY4.66,RATING: HOLD3.00,RATING: BUY3.71,4.93B,0.97%,D,C+,A-,A-,A-
2024-07-01,top_dividend,11,TROW,"T. Rowe Price Group, Inc.",RATING: STRONG BUY4.65,RATING: BUY3.75,RATING: HOLD2.61,25.78B,4.26%,C,C+,A-,C+,A+
2024-07-01,top_dividend,12,HNI,HNI Corporation,RATING: STRONG BUY4.64,-RATING: NOT COVERED,RATING: STRONG BUY5.00,2.11B,3.62%,C+,C+,C,B+,A+
2024-07-01,top_dividend,13,PNC,"The PNC Financial Services Group, Inc.",RATING: STRONG BUY4.63,RATING: HOLD3.33,RATING: BUY3.66,60.45B,4.08%,C+,C,A+,B-,B
